geo_code,geo_level,area_type,Sex,edu_level,level_total
IN,country,Rural,Male,literate_without_level,12879121
IN,country,Urban,Male,literate_without_level,6399295
1,state,Rural,Male,literate_without_level,71510
1,state,Urban,Male,literate_without_level,52499
2,state,Rural,Male,literate_without_level,58588
2,state,Urban,Male,literate_without_level,5949
3,state,Rural,Male,literate_without_level,185107
3,state,Urban,Male,literate_without_level,114829
4,state,Rural,Male,literate_without_level,168
4,state,Urban,Male,literate_without_level,5418
5,state,Rural,Male,literate_without_level,47334
5,state,Urban,Male,literate_without_level,25562
6,state,Rural,Male,literate_without_level,129046
6,state,Urban,Male,literate_without_level,83213
7,state,Rural,Male,literate_without_level,4460
7,state,Urban,Male,literate_without_level,235492
8,state,Rural,Male,literate_without_level,791987
8,state,Urban,Male,literate_without_level,292861
9,state,Rural,Male,literate_without_level,2347662
9,state,Urban,Male,literate_without_level,871544
10,state,Rural,Male,literate_without_level,1550711
10,state,Urban,Male,literate_without_level,198215
11,state,Rural,Male,literate_without_level,8185
11,state,Urban,Male,literate_without_level,1973
12,state,Rural,Male,literate_without_level,9511
12,state,Urban,Male,literate_without_level,3018
13,state,Rural,Male,literate_without_level,27913
13,state,Urban,Male,literate_without_level,11426
14,state,Rural,Male,literate_without_level,35530
14,state,Urban,Male,literate_without_level,11903
15,state,Rural,Male,literate_without_level,3565
15,state,Urban,Male,literate_without_level,2723
16,state,Rural,Male,literate_without_level,56225
16,state,Urban,Male,literate_without_level,18700
17,state,Rural,Male,literate_without_level,34681
17,state,Urban,Male,literate_without_level,6428
18,state,Rural,Male,literate_without_level,440255
18,state,Urban,Male,literate_without_level,67359
19,state,Rural,Male,literate_without_level,647306
19,state,Urban,Male,literate_without_level,401660
20,state,Rural,Male,literate_without_level,365222
20,state,Urban,Male,literate_without_level,89268
21,state,Rural,Male,literate_without_level,364474
21,state,Urban,Male,literate_without_level,74323
22,state,Rural,Male,literate_without_level,156656
22,state,Urban,Male,literate_without_level,47946
23,state,Rural,Male,literate_without_level,757551
23,state,Urban,Male,literate_without_level,291422
24,state,Rural,Male,literate_without_level,685105
24,state,Urban,Male,literate_without_level,545601
25,state,Rural,Male,literate_without_level,739
25,state,Urban,Male,literate_without_level,3603
26,state,Rural,Male,literate_without_level,4237
26,state,Urban,Male,literate_without_level,4446
27,state,Rural,Male,literate_without_level,1232270
27,state,Urban,Male,literate_without_level,847476
28,state,Rural,Male,literate_without_level,1065591
28,state,Urban,Male,literate_without_level,675584
29,state,Rural,Male,literate_without_level,880268
29,state,Urban,Male,literate_without_level,474600
30,state,Rural,Male,literate_without_level,18560
30,state,Urban,Male,literate_without_level,26958
31,state,Rural,Male,literate_without_level,385
31,state,Urban,Male,literate_without_level,865
32,state,Rural,Male,literate_without_level,311567
32,state,Urban,Male,literate_without_level,289799
33,state,Rural,Male,literate_without_level,581196
33,state,Urban,Male,literate_without_level,607637
34,state,Rural,Male,literate_without_level,3669
34,state,Urban,Male,literate_without_level,7841
35,state,Rural,Male,literate_without_level,1887
35,state,Urban,Male,literate_without_level,1154
1,state,Rural,Male,literate_without_level,71510
1,state,Urban,Male,literate_without_level,52499
1,district,Rural,Male,literate_without_level,9018
1,district,Urban,Male,literate_without_level,2390
2,district,Rural,Male,literate_without_level,2952
2,district,Urban,Male,literate_without_level,4965
3,district,Rural,Male,literate_without_level,3050
3,district,Urban,Male,literate_without_level,2504
4,district,Rural,Male,literate_without_level,3334
4,district,Urban,Male,literate_without_level,587
5,district,Rural,Male,literate_without_level,3886
5,district,Urban,Male,literate_without_level,417
6,district,Rural,Male,literate_without_level,4195
6,district,Urban,Male,literate_without_level,568
7,district,Rural,Male,literate_without_level,2912
7,district,Urban,Male,literate_without_level,468
8,district,Rural,Male,literate_without_level,6448
8,district,Urban,Male,literate_without_level,3980
9,district,Rural,Male,literate_without_level,2915
9,district,Urban,Male,literate_without_level,1285
10,district,Rural,Male,literate_without_level,83
10,district,Urban,Male,literate_without_level,16208
11,district,Rural,Male,literate_without_level,2009
11,district,Urban,Male,literate_without_level,294
12,district,Rural,Male,literate_without_level,2620
12,district,Urban,Male,literate_without_level,500
13,district,Rural,Male,literate_without_level,1828
13,district,Urban,Male,literate_without_level,253
14,district,Rural,Male,literate_without_level,4675
14,district,Urban,Male,literate_without_level,3543
15,district,Rural,Male,literate_without_level,1901
15,district,Urban,Male,literate_without_level,1177
16,district,Rural,Male,literate_without_level,2641
16,district,Urban,Male,literate_without_level,292
17,district,Rural,Male,literate_without_level,3068
17,district,Urban,Male,literate_without_level,133
18,district,Rural,Male,literate_without_level,1137
18,district,Urban,Male,literate_without_level,138
19,district,Rural,Male,literate_without_level,3380
19,district,Urban,Male,literate_without_level,1567
20,district,Rural,Male,literate_without_level,1466
20,district,Urban,Male,literate_without_level,314
21,district,Rural,Male,literate_without_level,6122
21,district,Urban,Male,literate_without_level,9891
22,district,Rural,Male,literate_without_level,1870
22,district,Urban,Male,literate_without_level,1025
2,state,Rural,Male,literate_without_level,58588
2,state,Urban,Male,literate_without_level,5949
23,district,Rural,Male,literate_without_level,5475
23,district,Urban,Male,literate_without_level,207
24,district,Rural,Male,literate_without_level,16325
24,district,Urban,Male,literate_without_level,1211
25,district,Rural,Male,literate_without_level,415
25,district,Urban,Male,literate_without_level,0
26,district,Rural,Male,literate_without_level,4967
26,district,Urban,Male,literate_without_level,436
27,district,Rural,Male,literate_without_level,8544
27,district,Urban,Male,literate_without_level,257
28,district,Rural,Male,literate_without_level,3401
28,district,Urban,Male,literate_without_level,225
29,district,Rural,Male,literate_without_level,5117
29,district,Urban,Male,literate_without_level,467
30,district,Rural,Male,literate_without_level,1213
30,district,Urban,Male,literate_without_level,62
31,district,Rural,Male,literate_without_level,4607
31,district,Urban,Male,literate_without_level,1636
32,district,Rural,Male,literate_without_level,2915
32,district,Urban,Male,literate_without_level,323
33,district,Rural,Male,literate_without_level,4749
33,district,Urban,Male,literate_without_level,1125
34,district,Rural,Male,literate_without_level,860
34,district,Urban,Male,literate_without_level,0
3,state,Rural,Male,literate_without_level,185107
3,state,Urban,Male,literate_without_level,114829
35,district,Rural,Male,literate_without_level,16984
35,district,Urban,Male,literate_without_level,6858
36,district,Rural,Male,literate_without_level,5686
36,district,Urban,Male,literate_without_level,3413
37,district,Rural,Male,literate_without_level,10433
37,district,Urban,Male,literate_without_level,14810
38,district,Rural,Male,literate_without_level,10642
38,district,Urban,Male,literate_without_level,3098
39,district,Rural,Male,literate_without_level,5660
39,district,Urban,Male,literate_without_level,1105
40,district,Rural,Male,literate_without_level,4369
40,district,Urban,Male,literate_without_level,1735
41,district,Rural,Male,literate_without_level,18084
41,district,Urban,Male,literate_without_level,26417
42,district,Rural,Male,literate_without_level,12017
42,district,Urban,Male,literate_without_level,2862
43,district,Rural,Male,literate_without_level,10578
43,district,Urban,Male,literate_without_level,3468
44,district,Rural,Male,literate_without_level,4552
44,district,Urban,Male,literate_without_level,1826
45,district,Rural,Male,literate_without_level,3046
45,district,Urban,Male,literate_without_level,1577
46,district,Rural,Male,literate_without_level,8977
46,district,Urban,Male,literate_without_level,5282
47,district,Rural,Male,literate_without_level,6312
47,district,Urban,Male,literate_without_level,1614
48,district,Rural,Male,literate_without_level,9835
48,district,Urban,Male,literate_without_level,7962
49,district,Rural,Male,literate_without_level,14724
49,district,Urban,Male,literate_without_level,17077
50,district,Rural,Male,literate_without_level,14531
50,district,Urban,Male,literate_without_level,1384
51,district,Rural,Male,literate_without_level,7666
51,district,Urban,Male,literate_without_level,1937
52,district,Rural,Male,literate_without_level,7236
52,district,Urban,Male,literate_without_level,6468
53,district,Rural,Male,literate_without_level,10376
53,district,Urban,Male,literate_without_level,3882
54,district,Rural,Male,literate_without_level,3399
54,district,Urban,Male,literate_without_level,2054
4,state,Rural,Male,literate_without_level,168
4,state,Urban,Male,literate_without_level,5418
55,district,Rural,Male,literate_without_level,168
55,district,Urban,Male,literate_without_level,5418
5,state,Rural,Male,literate_without_level,47334
5,state,Urban,Male,literate_without_level,25562
56,district,Rural,Male,literate_without_level,2514
56,district,Urban,Male,literate_without_level,192
57,district,Rural,Male,literate_without_level,2915
57,district,Urban,Male,literate_without_level,668
58,district,Rural,Male,literate_without_level,1756
58,district,Urban,Male,literate_without_level,112
59,district,Rural,Male,literate_without_level,4378
59,district,Urban,Male,literate_without_level,649
60,district,Rural,Male,literate_without_level,5829
60,district,Urban,Male,literate_without_level,10357
61,district,Rural,Male,literate_without_level,3189
61,district,Urban,Male,literate_without_level,487
62,district,Rural,Male,literate_without_level,3432
62,district,Urban,Male,literate_without_level,462
63,district,Rural,Male,literate_without_level,1678
63,district,Urban,Male,literate_without_level,87
64,district,Rural,Male,literate_without_level,2555
64,district,Urban,Male,literate_without_level,952
65,district,Rural,Male,literate_without_level,814
65,district,Urban,Male,literate_without_level,256
66,district,Rural,Male,literate_without_level,3017
66,district,Urban,Male,literate_without_level,2041
67,district,Rural,Male,literate_without_level,7590
67,district,Urban,Male,literate_without_level,3809
68,district,Rural,Male,literate_without_level,7667
68,district,Urban,Male,literate_without_level,5490
6,state,Rural,Male,literate_without_level,129046
6,state,Urban,Male,literate_without_level,83213
69,district,Rural,Male,literate_without_level,1595
69,district,Urban,Male,literate_without_level,2497
70,district,Rural,Male,literate_without_level,9603
70,district,Urban,Male,literate_without_level,9355
71,district,Rural,Male,literate_without_level,8400
71,district,Urban,Male,literate_without_level,3891
72,district,Rural,Male,literate_without_level,6597
72,district,Urban,Male,literate_without_level,2287
73,district,Rural,Male,literate_without_level,5076
73,district,Urban,Male,literate_without_level,1418
74,district,Rural,Male,literate_without_level,6808
74,district,Urban,Male,literate_without_level,3913
75,district,Rural,Male,literate_without_level,8018
75,district,Urban,Male,literate_without_level,7067
76,district,Rural,Male,literate_without_level,5888
76,district,Urban,Male,literate_without_level,3651
77,district,Rural,Male,literate_without_level,9085
77,district,Urban,Male,literate_without_level,2871
78,district,Rural,Male,literate_without_level,4516
78,district,Urban,Male,literate_without_level,1262
79,district,Rural,Male,literate_without_level,6805
79,district,Urban,Male,literate_without_level,2641
80,district,Rural,Male,literate_without_level,7612
80,district,Urban,Male,literate_without_level,4435
81,district,Rural,Male,literate_without_level,7373
81,district,Urban,Male,literate_without_level,1999
82,district,Rural,Male,literate_without_level,3933
82,district,Urban,Male,literate_without_level,3122
83,district,Rural,Male,literate_without_level,6837
83,district,Urban,Male,literate_without_level,3054
84,district,Rural,Male,literate_without_level,4150
84,district,Urban,Male,literate_without_level,651
85,district,Rural,Male,literate_without_level,6625
85,district,Urban,Male,literate_without_level,1669
86,district,Rural,Male,literate_without_level,2171
86,district,Urban,Male,literate_without_level,8269
87,district,Rural,Male,literate_without_level,8144
87,district,Urban,Male,literate_without_level,2427
88,district,Rural,Male,literate_without_level,3510
88,district,Urban,Male,literate_without_level,15191
89,district,Rural,Male,literate_without_level,6300
89,district,Urban,Male,literate_without_level,1543
7,state,Rural,Male,literate_without_level,4460
7,state,Urban,Male,literate_without_level,235492
90,district,Rural,Male,literate_without_level,1090
90,district,Urban,Male,literate_without_level,30086
91,district,Rural,Male,literate_without_level,138
91,district,Urban,Male,literate_without_level,6975
92,district,Rural,Male,literate_without_level,243
92,district,Urban,Male,literate_without_level,24478
93,district,Rural,Male,literate_without_level,11
93,district,Urban,Male,literate_without_level,23355
94,district,Rural,Male,literate_without_level,0
94,district,Urban,Male,literate_without_level,2588
95,district,Rural,Male,literate_without_level,0
95,district,Urban,Male,literate_without_level,9584
96,district,Rural,Male,literate_without_level,63
96,district,Urban,Male,literate_without_level,36933
97,district,Rural,Male,literate_without_level,2633
97,district,Urban,Male,literate_without_level,38951
98,district,Rural,Male,literate_without_level,282
98,district,Urban,Male,literate_without_level,62542
8,state,Rural,Male,literate_without_level,791987
8,state,Urban,Male,literate_without_level,292861
99,district,Rural,Male,literate_without_level,19404
99,district,Urban,Male,literate_without_level,6699
100,district,Rural,Male,literate_without_level,31823
100,district,Urban,Male,literate_without_level,9905
101,district,Rural,Male,literate_without_level,19708
101,district,Urban,Male,literate_without_level,12610
102,district,Rural,Male,literate_without_level,36936
102,district,Urban,Male,literate_without_level,10256
103,district,Rural,Male,literate_without_level,22613
103,district,Urban,Male,literate_without_level,9393
104,district,Rural,Male,literate_without_level,29985
104,district,Urban,Male,literate_without_level,5770
105,district,Rural,Male,literate_without_level,26355
105,district,Urban,Male,literate_without_level,5517
106,district,Rural,Male,literate_without_level,15706
106,district,Urban,Male,literate_without_level,3948
107,district,Rural,Male,literate_without_level,20621
107,district,Urban,Male,literate_without_level,5373
108,district,Rural,Male,literate_without_level,20225
108,district,Urban,Male,literate_without_level,9024
109,district,Rural,Male,literate_without_level,24807
109,district,Urban,Male,literate_without_level,10192
110,district,Rural,Male,literate_without_level,17904
110,district,Urban,Male,literate_without_level,27313
111,district,Rural,Male,literate_without_level,20752
111,district,Urban,Male,literate_without_level,8652
112,district,Rural,Male,literate_without_level,47896
112,district,Urban,Male,literate_without_level,8499
113,district,Rural,Male,literate_without_level,20314
113,district,Urban,Male,literate_without_level,21591
114,district,Rural,Male,literate_without_level,6575
114,district,Urban,Male,literate_without_level,1438
115,district,Rural,Male,literate_without_level,30262
115,district,Urban,Male,literate_without_level,2287
116,district,Rural,Male,literate_without_level,30566
116,district,Urban,Male,literate_without_level,3147
117,district,Rural,Male,literate_without_level,10651
117,district,Urban,Male,literate_without_level,4587
118,district,Rural,Male,literate_without_level,20586
118,district,Urban,Male,literate_without_level,6873
119,district,Rural,Male,literate_without_level,68714
119,district,Urban,Male,literate_without_level,50967
120,district,Rural,Male,literate_without_level,15936
120,district,Urban,Male,literate_without_level,5124
121,district,Rural,Male,literate_without_level,10246
121,district,Urban,Male,literate_without_level,2103
122,district,Rural,Male,literate_without_level,47153
122,district,Urban,Male,literate_without_level,23257
123,district,Rural,Male,literate_without_level,9222
123,district,Urban,Male,literate_without_level,1701
124,district,Rural,Male,literate_without_level,19110
124,district,Urban,Male,literate_without_level,1340
125,district,Rural,Male,literate_without_level,25563
125,district,Urban,Male,literate_without_level,3159
126,district,Rural,Male,literate_without_level,19784
126,district,Urban,Male,literate_without_level,7154
127,district,Rural,Male,literate_without_level,7983
127,district,Urban,Male,literate_without_level,11119
128,district,Rural,Male,literate_without_level,16757
128,district,Urban,Male,literate_without_level,3577
129,district,Rural,Male,literate_without_level,12323
129,district,Urban,Male,literate_without_level,2849
130,district,Rural,Male,literate_without_level,57855
130,district,Urban,Male,literate_without_level,6748
131,district,Rural,Male,literate_without_level,7652
131,district,Urban,Male,literate_without_level,689
9,state,Rural,Male,literate_without_level,2347662
9,state,Urban,Male,literate_without_level,871544
132,district,Rural,Male,literate_without_level,33220
132,district,Urban,Male,literate_without_level,20769
133,district,Rural,Male,literate_without_level,34882
133,district,Urban,Male,literate_without_level,12599
134,district,Rural,Male,literate_without_level,57042
134,district,Urban,Male,literate_without_level,18652
135,district,Rural,Male,literate_without_level,64567
135,district,Urban,Male,literate_without_level,29686
136,district,Rural,Male,literate_without_level,25967
136,district,Urban,Male,literate_without_level,8853
137,district,Rural,Male,literate_without_level,17912
137,district,Urban,Male,literate_without_level,7038
138,district,Rural,Male,literate_without_level,34372
138,district,Urban,Male,literate_without_level,42418
139,district,Rural,Male,literate_without_level,23718
139,district,Urban,Male,literate_without_level,3220
140,district,Rural,Male,literate_without_level,19422
140,district,Urban,Male,literate_without_level,78539
141,district,Rural,Male,literate_without_level,16994
141,district,Urban,Male,literate_without_level,23898
142,district,Rural,Male,literate_without_level,27122
142,district,Urban,Male,literate_without_level,11218
143,district,Rural,Male,literate_without_level,30762
143,district,Urban,Male,literate_without_level,20072
144,district,Rural,Male,literate_without_level,10697
144,district,Urban,Male,literate_without_level,4188
145,district,Rural,Male,literate_without_level,38984
145,district,Urban,Male,literate_without_level,21182
146,district,Rural,Male,literate_without_level,35332
146,district,Urban,Male,literate_without_level,61783
147,district,Rural,Male,literate_without_level,21722
147,district,Urban,Male,literate_without_level,18521
148,district,Rural,Male,literate_without_level,20337
148,district,Urban,Male,literate_without_level,6500
149,district,Rural,Male,literate_without_level,47785
149,district,Urban,Male,literate_without_level,9281
150,district,Rural,Male,literate_without_level,56409
150,district,Urban,Male,literate_without_level,45800
151,district,Rural,Male,literate_without_level,18149
151,district,Urban,Male,literate_without_level,4107
152,district,Rural,Male,literate_without_level,32361
152,district,Urban,Male,literate_without_level,8319
153,district,Rural,Male,literate_without_level,78577
153,district,Urban,Male,literate_without_level,11407
154,district,Rural,Male,literate_without_level,54370
154,district,Urban,Male,literate_without_level,8044
155,district,Rural,Male,literate_without_level,49940
155,district,Urban,Male,literate_without_level,9348
156,district,Rural,Male,literate_without_level,49511
156,district,Urban,Male,literate_without_level,10983
157,district,Rural,Male,literate_without_level,18313
157,district,Urban,Male,literate_without_level,43564
158,district,Rural,Male,literate_without_level,37322
158,district,Urban,Male,literate_without_level,4129
159,district,Rural,Male,literate_without_level,26439
159,district,Urban,Male,literate_without_level,7263
160,district,Rural,Male,literate_without_level,11756
160,district,Urban,Male,literate_without_level,3668
161,district,Rural,Male,literate_without_level,18485
161,district,Urban,Male,literate_without_level,4009
162,district,Rural,Male,literate_without_level,9890
162,district,Urban,Male,literate_without_level,2213
163,district,Rural,Male,literate_without_level,19681
163,district,Urban,Male,literate_without_level,3035
164,district,Rural,Male,literate_without_level,9939
164,district,Urban,Male,literate_without_level,45897
165,district,Rural,Male,literate_without_level,14411
165,district,Urban,Male,literate_without_level,5375
166,district,Rural,Male,literate_without_level,16294
166,district,Urban,Male,literate_without_level,13586
167,district,Rural,Male,literate_without_level,11037
167,district,Urban,Male,literate_without_level,1970
168,district,Rural,Male,literate_without_level,12114
168,district,Urban,Male,literate_without_level,2874
169,district,Rural,Male,literate_without_level,12011
169,district,Urban,Male,literate_without_level,3560
170,district,Rural,Male,literate_without_level,15682
170,district,Urban,Male,literate_without_level,2355
171,district,Rural,Male,literate_without_level,9448
171,district,Urban,Male,literate_without_level,1361
172,district,Rural,Male,literate_without_level,26434
172,district,Urban,Male,literate_without_level,5737
173,district,Rural,Male,literate_without_level,41725
173,district,Urban,Male,literate_without_level,3645
174,district,Rural,Male,literate_without_level,26126
174,district,Urban,Male,literate_without_level,2559
175,district,Rural,Male,literate_without_level,101123
175,district,Urban,Male,literate_without_level,45443
176,district,Rural,Male,literate_without_level,53531
176,district,Urban,Male,literate_without_level,7581
177,district,Rural,Male,literate_without_level,32909
177,district,Urban,Male,literate_without_level,8007
178,district,Rural,Male,literate_without_level,26043
178,district,Urban,Male,literate_without_level,4540
179,district,Rural,Male,literate_without_level,42134
179,district,Urban,Male,literate_without_level,2652
180,district,Rural,Male,literate_without_level,46560
180,district,Urban,Male,literate_without_level,6045
181,district,Rural,Male,literate_without_level,19352
181,district,Urban,Male,literate_without_level,752
182,district,Rural,Male,literate_without_level,23261
182,district,Urban,Male,literate_without_level,2844
183,district,Rural,Male,literate_without_level,42389
183,district,Urban,Male,literate_without_level,3994
184,district,Rural,Male,literate_without_level,32701
184,district,Urban,Male,literate_without_level,2497
185,district,Rural,Male,literate_without_level,34230
185,district,Urban,Male,literate_without_level,2283
186,district,Rural,Male,literate_without_level,15649
186,district,Urban,Male,literate_without_level,1988
187,district,Rural,Male,literate_without_level,48819
187,district,Urban,Male,literate_without_level,1618
188,district,Rural,Male,literate_without_level,65769
188,district,Urban,Male,literate_without_level,18323
189,district,Rural,Male,literate_without_level,79579
189,district,Urban,Male,literate_without_level,5257
190,district,Rural,Male,literate_without_level,31827
190,district,Urban,Male,literate_without_level,4977
191,district,Rural,Male,literate_without_level,58075
191,district,Urban,Male,literate_without_level,8697
192,district,Rural,Male,literate_without_level,35460
192,district,Urban,Male,literate_without_level,12677
193,district,Rural,Male,literate_without_level,70719
193,district,Urban,Male,literate_without_level,9558
194,district,Rural,Male,literate_without_level,46124
194,district,Urban,Male,literate_without_level,3452
195,district,Rural,Male,literate_without_level,62069
195,district,Urban,Male,literate_without_level,5355
196,district,Rural,Male,literate_without_level,22320
196,district,Urban,Male,literate_without_level,2692
197,district,Rural,Male,literate_without_level,24489
197,district,Urban,Male,literate_without_level,32119
198,district,Rural,Male,literate_without_level,17453
198,district,Urban,Male,literate_without_level,4102
199,district,Rural,Male,literate_without_level,27952
199,district,Urban,Male,literate_without_level,7249
200,district,Rural,Male,literate_without_level,19873
200,district,Urban,Male,literate_without_level,5080
201,district,Rural,Male,literate_without_level,16708
201,district,Urban,Male,literate_without_level,3313
202,district,Rural,Male,literate_without_level,13283
202,district,Urban,Male,literate_without_level,5224
10,state,Rural,Male,literate_without_level,1550711
10,state,Urban,Male,literate_without_level,198215
203,district,Rural,Male,literate_without_level,56482
203,district,Urban,Male,literate_without_level,4900
204,district,Rural,Male,literate_without_level,70283
204,district,Urban,Male,literate_without_level,5223
205,district,Rural,Male,literate_without_level,18096
205,district,Urban,Male,literate_without_level,401
206,district,Rural,Male,literate_without_level,53223
206,district,Urban,Male,literate_without_level,2905
207,district,Rural,Male,literate_without_level,78735
207,district,Urban,Male,literate_without_level,3196
208,district,Rural,Male,literate_without_level,42733
208,district,Urban,Male,literate_without_level,1449
209,district,Rural,Male,literate_without_level,52763
209,district,Urban,Male,literate_without_level,4272
210,district,Rural,Male,literate_without_level,31463
210,district,Urban,Male,literate_without_level,3091
211,district,Rural,Male,literate_without_level,63453
211,district,Urban,Male,literate_without_level,5856
212,district,Rural,Male,literate_without_level,46849
212,district,Urban,Male,literate_without_level,3305
213,district,Rural,Male,literate_without_level,32413
213,district,Urban,Male,literate_without_level,849
214,district,Rural,Male,literate_without_level,20190
214,district,Urban,Male,literate_without_level,2025
215,district,Rural,Male,literate_without_level,65999
215,district,Urban,Male,literate_without_level,6579
216,district,Rural,Male,literate_without_level,79874
216,district,Urban,Male,literate_without_level,8307
217,district,Rural,Male,literate_without_level,36387
217,district,Urban,Male,literate_without_level,1736
218,district,Rural,Male,literate_without_level,41444
218,district,Urban,Male,literate_without_level,2204
219,district,Rural,Male,literate_without_level,35854
219,district,Urban,Male,literate_without_level,4889
220,district,Rural,Male,literate_without_level,48135
220,district,Urban,Male,literate_without_level,2784
221,district,Rural,Male,literate_without_level,41754
221,district,Urban,Male,literate_without_level,2098
222,district,Rural,Male,literate_without_level,36257
222,district,Urban,Male,literate_without_level,7483
223,district,Rural,Male,literate_without_level,33926
223,district,Urban,Male,literate_without_level,1310
224,district,Rural,Male,literate_without_level,35658
224,district,Urban,Male,literate_without_level,9748
225,district,Rural,Male,literate_without_level,25879
225,district,Urban,Male,literate_without_level,536
226,district,Rural,Male,literate_without_level,20713
226,district,Urban,Male,literate_without_level,9066
227,district,Rural,Male,literate_without_level,19461
227,district,Urban,Male,literate_without_level,3236
228,district,Rural,Male,literate_without_level,12732
228,district,Urban,Male,literate_without_level,1797
229,district,Rural,Male,literate_without_level,35212
229,district,Urban,Male,literate_without_level,7910
230,district,Rural,Male,literate_without_level,50573
230,district,Urban,Male,literate_without_level,43279
231,district,Rural,Male,literate_without_level,31552
231,district,Urban,Male,literate_without_level,4448
232,district,Rural,Male,literate_without_level,19147
232,district,Urban,Male,literate_without_level,3091
233,district,Rural,Male,literate_without_level,50689
233,district,Urban,Male,literate_without_level,1677
234,district,Rural,Male,literate_without_level,27486
234,district,Urban,Male,literate_without_level,4637
235,district,Rural,Male,literate_without_level,35605
235,district,Urban,Male,literate_without_level,3235
236,district,Rural,Male,literate_without_level,83698
236,district,Urban,Male,literate_without_level,20075
237,district,Rural,Male,literate_without_level,47384
237,district,Urban,Male,literate_without_level,3554
238,district,Rural,Male,literate_without_level,38830
238,district,Urban,Male,literate_without_level,2717
239,district,Rural,Male,literate_without_level,20686
239,district,Urban,Male,literate_without_level,3150
240,district,Rural,Male,literate_without_level,9093
240,district,Urban,Male,literate_without_level,1197
11,state,Rural,Male,literate_without_level,8185
11,state,Urban,Male,literate_without_level,1973
241,district,Rural,Male,literate_without_level,1203
241,district,Urban,Male,literate_without_level,66
242,district,Rural,Male,literate_without_level,1680
242,district,Urban,Male,literate_without_level,27
243,district,Rural,Male,literate_without_level,2176
243,district,Urban,Male,literate_without_level,248
244,district,Rural,Male,literate_without_level,3126
244,district,Urban,Male,literate_without_level,1632
12,state,Rural,Male,literate_without_level,9511
12,state,Urban,Male,literate_without_level,3018
245,district,Rural,Male,literate_without_level,876
245,district,Urban,Male,literate_without_level,281
246,district,Rural,Male,literate_without_level,551
246,district,Urban,Male,literate_without_level,69
247,district,Rural,Male,literate_without_level,291
247,district,Urban,Male,literate_without_level,79
248,district,Rural,Male,literate_without_level,789
248,district,Urban,Male,literate_without_level,1020
249,district,Rural,Male,literate_without_level,793
249,district,Urban,Male,literate_without_level,147
250,district,Rural,Male,literate_without_level,554
250,district,Urban,Male,literate_without_level,279
251,district,Rural,Male,literate_without_level,856
251,district,Urban,Male,literate_without_level,94
252,district,Rural,Male,literate_without_level,336
252,district,Urban,Male,literate_without_level,44
253,district,Rural,Male,literate_without_level,1103
253,district,Urban,Male,literate_without_level,164
254,district,Rural,Male,literate_without_level,590
254,district,Urban,Male,literate_without_level,295
255,district,Rural,Male,literate_without_level,537
255,district,Urban,Male,literate_without_level,77
256,district,Rural,Male,literate_without_level,737
256,district,Urban,Male,literate_without_level,24
257,district,Rural,Male,literate_without_level,55
257,district,Urban,Male,literate_without_level,36
258,district,Rural,Male,literate_without_level,370
258,district,Urban,Male,literate_without_level,66
259,district,Rural,Male,literate_without_level,951
259,district,Urban,Male,literate_without_level,343
260,district,Rural,Male,literate_without_level,122
260,district,Urban,Male,literate_without_level,0
13,state,Rural,Male,literate_without_level,27913
13,state,Urban,Male,literate_without_level,11426
261,district,Rural,Male,literate_without_level,6912
261,district,Urban,Male,literate_without_level,1610
262,district,Rural,Male,literate_without_level,3869
262,district,Urban,Male,literate_without_level,783
263,district,Rural,Male,literate_without_level,1824
263,district,Urban,Male,literate_without_level,503
264,district,Rural,Male,literate_without_level,1594
264,district,Urban,Male,literate_without_level,572
265,district,Rural,Male,literate_without_level,2525
265,district,Urban,Male,literate_without_level,3420
266,district,Rural,Male,literate_without_level,2474
266,district,Urban,Male,literate_without_level,486
267,district,Rural,Male,literate_without_level,2492
267,district,Urban,Male,literate_without_level,555
268,district,Rural,Male,literate_without_level,649
268,district,Urban,Male,literate_without_level,89
269,district,Rural,Male,literate_without_level,1082
269,district,Urban,Male,literate_without_level,359
270,district,Rural,Male,literate_without_level,3246
270,district,Urban,Male,literate_without_level,2834
271,district,Rural,Male,literate_without_level,1246
271,district,Urban,Male,literate_without_level,215
14,state,Rural,Male,literate_without_level,35530
14,state,Urban,Male,literate_without_level,11903
272,district,Rural,Male,literate_without_level,7345
272,district,Urban,Male,literate_without_level,54
273,district,Rural,Male,literate_without_level,2705
273,district,Urban,Male,literate_without_level,367
274,district,Rural,Male,literate_without_level,8830
274,district,Urban,Male,literate_without_level,532
275,district,Rural,Male,literate_without_level,1799
275,district,Urban,Male,literate_without_level,1421
276,district,Rural,Male,literate_without_level,4526
276,district,Urban,Male,literate_without_level,1817
277,district,Rural,Male,literate_without_level,2756
277,district,Urban,Male,literate_without_level,4937
278,district,Rural,Male,literate_without_level,2477
278,district,Urban,Male,literate_without_level,2214
279,district,Rural,Male,literate_without_level,3332
279,district,Urban,Male,literate_without_level,308
280,district,Rural,Male,literate_without_level,1760
280,district,Urban,Male,literate_without_level,253
15,state,Rural,Male,literate_without_level,3565
15,state,Urban,Male,literate_without_level,2723
281,district,Rural,Male,literate_without_level,476
281,district,Urban,Male,literate_without_level,99
282,district,Rural,Male,literate_without_level,294
282,district,Urban,Male,literate_without_level,266
283,district,Rural,Male,literate_without_level,564
283,district,Urban,Male,literate_without_level,1330
284,district,Rural,Male,literate_without_level,560
